ad,title,link,price,rating,reviews,extensions,thumbnails
,Hampton Inn by Hilton Newark Airport,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CJsCEMr3BGoYChMIkNrlw9vo_gIVAAAAAB0AAAAAEIsB&ictx=3&hl=en-US&qs=EgRDQkk9MihDaG9JOS1pQWd2VzUwYkh0QVJvTkwyY3ZNVEZ6ZW1aNFozWnhZeEFCOA1IAA&ap=MAE,$205,3.9,1227.0,"['3-star hotel', 'Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Pet-friendly', 'Fitness center', 'Restaurant', 'Airport shuttle']","['https://lh5.googleusercontent.com/p/AF1QipMDWgrqWvt3w2RxF9j0qrJHTqBdfHYTgIK2WLor=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipN7Ti6Bn4w8M3xkUViO6X7Cn8N4QBh3vCrbllk=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/proxy/dVrIecFJvAcAPLKbwi5IwWhNFO7bTcUPaBXK8DZZ-0SD_wPMR44-k6gnNpPAOp_U48Y4OLZzTqqz26d1Y1Z4yk9aO_gAWWfhMhHZZn27W_MmREhiEd5-mVYd9uoIr-B70UBJpeH99KrCcCTeFNU1pzXvc3RloRE=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipN-tC6ZRIJRgO4rlUfTKS6TxmNqy5malDdMPg0=w296-h202-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/zeIzFqn4F7QAk6xtlxFIPHxyE7su0UsjrarICT42wR2d-wodeNP0yGaG8P3MdQ6tuN4O4PkDoQ9iue3yXf8GD6wBPfNCVEhQ4qz1Lo1Xj-grTd-LTGMZ_Vk4N-ebDq_OYpDRo2brXxr39UstLk6LUFtRnUiu7w=w296-h202-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/o5zq-M_CjOdtT1tLI5N9zz-WLu0_FAWqHq0bEKUzVhRYN1t9g3LYzXryugP0ab4CCrsIhbNBUFDimOkLhRyuCxtm5ESmG5ZeLGJNrK1i-CRs15OTXto55VoxVK0edjsvKnDWGaaomdo2eKZwjpsH_--WDrGrgA8=w296-h202-n-k-no-v1']"
,Ramada by Wyndham East Orange,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CLQCEMr3BGoYChMIkNrlw9vo_gIVAAAAAB0AAAAAEIsB&ictx=3&hl=en-US&qs=EgRDQkk9MiRDaGNJdWZQR21JM1R5X1lzR2dzdlp5OHhkR2M0TjJ4c2NSQUI4DUgA&ap=MAE,$116,2.8,1309.0,"['2-star hotel', 'Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Airport shuttle', 'Golf', 'Accessible']","['https://lh5.googleusercontent.com/p/AF1QipPQHnu3jB-BXcso7DILY1Ud2jYMHu7lGsAh_AAD=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipO_UEX0WsxJ49gy83650Uj1wj7BEjLes9fYsRCT=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNiNonuHOqE7aGhBELWZldxk880jtav2WuWK174=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPXo8vmdm4f46JcjQ-moRBpde6Sx3_hUQ0yG5rb=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMoAqILKD6J8izUkLJOoO-Dr0828Miy4cPT9D7t=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOrEnBUATrrelUItgPMswRKartthU_295veHole=w296-h202-n-k-no-v1']"
,NEW! Vibrant Large Studio Dwntwn 18 Mins to NYC,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CMoCEMr3BGoYChMIkNrlw9vo_gIVAAAAAB0AAAAAEIsB&ictx=3&hl=en-US&qs=EgRDQkk9MihDaG9RaGZpaDJQRFMwOW5wQVJvTkwyY3ZNVEYwWnpVeU9IRjRaQkFDOA1IAA&ap=MAE,$146,3.4,3.0,"['Apartment', 'Sleeps 3', '1 bedroom', '1 bathroom', '1 bed', 'Min 3 nights', '810 sq ft', 'Air conditioning', 'Crib']","['https://lh5.googleusercontent.com/proxy/Lo7OkIohx6zRmfHvnC9eVzx5CgmiTBwYphbth4l7sQC9IZEUiuTPsFdebuqbgRNE72DWRAv_wiMAlXJFsIKB3QXBdKhZa4u4bYCJ1dWSOi5VDoPvp2KM5vuGIDl0AHuH_ina7i-qSF6PL3SBIpILkGGDqGTpsg=w592-h404-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/8cDqxx5OkWWU1fjUI4BiDetluyntembSP3NZUNNSCft3rbHyT4H2vpkdWm_-YuJJUENuzVWWNih-cFnnY59DFhT1-Vbjcbd2gf8_SLPlcQNCqzogYlnaZ1XOmnBS4sn8Gfi_HZ53EF5_UmNQd9OCNB1uWqIVCw=w592-h404-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/0krdt2dYJpIWwlh0niq2AKY0LIWRvjT0AA2089mwqTv3DsyxsiurH3PKhxpprMDIbtTnN5EMPQ0Ms1X2o_zOaA2CjsxfdZKlbPpvoxcLUPEicPbjL3Q30BzBHKWhRbkeZdI3su9EoFL9JHqEiQ0JcLftlwWfEFA=w592-h404-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/UZAV_4aSROkY-Mh7yNR5-McCJzkrHCY5isvIfuIQi4WTvon3HvceWGOHY5M1qEf51bZ4b6yZxgcuZSLXxXghCCrv9EDAGiundO4ZkhEUzL8qgqn3N7f-5RoOkBrnn5Wr_0bOcHObLYvj4q6L9sgfD9G8xepRrE4=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/proxy/MNWloyej5eBE27PpJOxb321SzDyJRC2_7WR9ZiOIdFj3xCJyGAA84PrvJnbD5n_VlXtqUOX5bZqi3G4d6x8WJTRj_2quGvKf8JOWVnXiTHDGaJCqHqJVVUqFUWDt8h8qjjOBBaZ8ei70AFDZJPEPdIbYP8GzKQ=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/proxy/iDBm-zDYH_TYClmtSXBevNsMCLINfd2FFLi1jcOHxGyIRed9eckEkyXCyAw6o-Y5-4XxLBDhDQnKjkbUDtXMtV8ry7Ulj04MvqM9r4L1fNe2qwgunTzpwqQ5nqCngdB5ww86t-PyMnivkbCM-C_4Uxwm79AokA=w592-h404-n-k-no-v1']"
,Extended Stay America - Meadowlands - East Rutherford,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CN8CEMr3BGoYChMIkNrlw9vo_gIVAAAAAB0AAAAAEIsB&ictx=3&hl=en-US&qs=EgRDQkk9MiZDaGdJcE9QaG01WGNuZVozR2d3dlp5OHhNalkwYW1RMmRsOFFBUTgNSAA&ap=MAE,$239,3.2,1153.0,"['2-star hotel', 'Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Pet-friendly', 'Restaurant', 'Kitchen in some rooms', 'Accessible']","['https://lh5.googleusercontent.com/p/AF1QipMgzFuJwuGW_X71SLZv2OezhKo8Mm1eRLApSsLU=w296-h202-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/iUX1XMKyRJLvU4__J_BdyOFUfsB91xUdtXVEA-tcPwwTwTXENNTLa9Reuj7mId8jlGxMAxKHUm6jlHdp49qMP6JrsHxXBL6R2Yfr_RjcbgIb9qcEGr_JcepxVhQ1tBJesptJvWVVNCfNYeFHai8hVdb4PgrD01U=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/proxy/N6INsaN-_IaoyGPd_yyXKaB7pYPJPo5xKsEQaiZgzeVaK25LBkqX9FSu0gzQ_3yM8E1KUnCNJL0nTmXIObDC8U5eJG0ylj-QqKhH5wXibfWTHE-dGUjnL0uRaqyhQY5z08IVfv-9tYrV3rveTD_K8frRp87Pzrs=w296-h202-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/8lY_-t3OxJ2-GUuu3KYsh51GIh4wsAvKXPWqA0xwB5SIsmAwwWhySNXXXemHmwmbRyvHNScTbaHTYKbGS4naXM9zGzS8Pz7fH7JuscQpf83281v9WrVYqgQr4NchG7Mw2Ist0gAXDIDwbrGeTw4vHATZPzD1AA=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPxb9_V89CYznGzRBcYvcDC1LQ6cCH2mA5znzuU=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPoxp065aajDDuDEH00OJB3Q9PbdzxQWkTIWBGZ=w296-h202-n-k-no-v1']"
,"Holiday Inn Express Newark Airport – Elizabeth, an IHG Hotel",https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CPUCEMr3BGoYChMIkNrlw9vo_gIVAAAAAB0AAAAAEIsB&ictx=3&hl=en-US&qs=EgRDQkk9MidDaGtJazUzR202R2JvZWxyR2cwdlp5OHhNWEppYTI1M09UZHJFQUU4DUgA&ap=MAE,$190,4.1,315.0,"['3-star hotel', 'Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Fitness center', 'Restaurant', 'Airport shuttle', 'Accessible']","['https://lh5.googleusercontent.com/p/AF1QipNncVVjiQCRFqIye9Pi4z-WdrMekyjegbj4j-7w=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMkO7Shk39h_-dvv-kvyo57BkzpX4-ROoCXk6Jy=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipP7fF0HZjYXLZPQviPJ7E3oOb5w0BtnUrx7XcR0=w296-h202-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/1YC7ZFp2mUZboq8YBla4YlG7o7r5t4x-H0Ke5GBadqLCQhMvjvRfEKuQ6ROwY66NrlAzBCgYNpuQzhYEWLJe2BAF3FYhIHw57BsE7QaNzNjbGaj3vbH96GedSvzaeoMzKlScBmU9PZkJnwFSfgMNRQi7S1O56Q=w296-h202-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/138uQzAJ8o-TLWvj97C_1Mb029Soc9xuVjMw1IEBD5Vs2BY6RpwetjDosqjpaQqJY27sZrMZ40H1ZiUVcpH5MNP3uryUTf9c6LuxpCJTMBOIBpo3y5Xp3O0hLF4gbMLIXXYKBfsJZLBWryyWnfRItkr0qh2dig=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMibvfnG7pwLg_h30MVr0AETyLhnWOYZniWfEjl=w296-h202-n-k-no-v1']"
,The Kenilworth,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CIsDEMr3BGoYChMIkNrlw9vo_gIVAAAAAB0AAAAAEIsB&ictx=3&hl=en-US&qs=EgRDQkk9MiZDaGdJLVkyaTVvbXN5NF9SQVJvTEwyY3ZNWFJrTUdKM2JISVFBUTgNSAA&ap=MAE,$182,4.2,1134.0,"['3-star hotel', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Fitness center', 'Restaurant', 'Airport shuttle', 'Golf', 'Accessible']","['https://lh5.googleusercontent.com/proxy/ETBdU3mPCOHKmcNashbOkQT0pi-OLrVrUJHTNW7Ejudpk1XbnDHSA9IoLKAanh0xGitPA-zVJxEX40RgIw7mXl5UZXyo2QyZ4ke_kOk7QhiNDbNebcMQadIhrf2X-iPk-eq8v_QIC8yd2Mq6FQLH8Q3fQWbVAr0=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNj8bJjQoM18Km04aatep6YP5yDyWn7fVLk3r1V=w296-h202-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/M9INDLktitTmbHjvGQWhOFbi_RKmlOVynrA5dVCbjE2MTt9yqKnGMTzu44FAkjl_ApuqERNp7U6zu-xFY3KVd4mh2DnqaXV8lrkYTXPpj1kfs8aX6viMVOWjHrWGc2i60ck93pz7WhDrJq1vsPnovFZMkAT3eA=w296-h202-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/mpKsSPyH8w3tgHcQJy3vgQGJfXjM55I25sQVOgqOxOIpVDdOJUtiLyx1zVNn23BXCSYmiPiGKZNmZmuY-aC32_LteoaabrL3iaw6V2YMxcC2VFJhDeRp5oHnnft2jhUpXxUgyGy8Fb5nSbYgyicp5zIh9MuBMAA=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOefznWTDqpA2WbJD_JzPEGA1leHvuRQbWSr33z=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNu8GwcrzuLtAOs5PmmZ7pFZSLEgJ3A1UgrtIcz=w296-h202-n-k-no-v1']"
,Residence Inn by Marriott West Orange,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CKEDEMr3BGoYChMIkNrlw9vo_gIVAAAAAB0AAAAAEIsB&ictx=3&hl=en-US&qs=EgRDQkk9MiZDaGdJcktLcl9MU0E0ZlBhQVJvTEwyY3ZNWFJyWW5vMGNuWVFBUTgNSAA&ap=MAE,,4.5,652.0,"['3-star hotel', 'Free breakfast', 'Free Wi-Fi', 'Free parking', 'Indoor pool', 'Hot tub', 'Air conditioning', 'Pet-friendly', 'Fitness center']","['https://lh5.googleusercontent.com/p/AF1QipPR863lTNB1hMqbukVLx9_5FQu_BDLDI9ZXzyUg=w296-h202-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/GopqpuWt5lvm77WkVN2h3TwPPa892d0YgcKrAUNdmW8QugCM1MxYntDH-NcRxB-rUoQ3MPjzIJc9ANWD_zaRyQ2Ah-pdZA8nzwGw3zGrxcsU2FGGk5-r0dxtxDXkxDMuQrVWAxq4ZA28VzmUH8Hm_-QLeyF7GaY=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOVlNYmZRXhEmXqvcnGUQk0tIPugGmWsPAeZ5RT=w296-h202-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/y4F0XtsrL7A_6pPIV3Eix0PXbtdnTvyEHHpeYZYVj9m2ngEYEtDFvtjgbbDuDmfci90N68Z8mnpaU5UURmN241e0E5GTUCggws6yNQRCZ6lT_QHmvS7ndeZkdgtjyCpjA_HacYMrsQgbZz33udRCiCO3M5gxepY=w296-h202-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/VLZ67Qix-oBcd4bPkntw1iQ0cV8oOPxk0GFwtvQJQ1KI0hpqVqOICh-bbqtojcfXVmTjsTRCCymv2hlT15pSBlOMRW-lGRPllmEOvUrphHaLV4GF0x7yWvsRVDbO0VIycJMwIpQvMEtDHBZFZhNf5beotf-mgjQ=w296-h202-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/4KVrBkRQOHEJDyF1tbcevq23e2kdXtaQhwlH6bWRBuKQxR6CFtnL1-HsITib_dElHzTKzxH_Ulo9UfbYxTDhTAmbFcD5xUGbB86shkMxOjWnbO6FvhjWOFzoD8s919ZnKFb6URXEDxR6NL7pDCmlIakiKP8B3g=w296-h202-n-k-no-v1']"
,Courtyard by Marriott Newark Elizabeth,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CLMDEMr3BGoYChMIkNrlw9vo_gIVAAAAAB0AAAAAEIsB&ictx=3&hl=en-US&qs=EgRDQkk9MiNDaFlJdDdMRTU3eVY3cjBUR2dvdmJTOHdkM0pvYkRodUVBRTgNSAA&ap=MAE,$189,4.1,784.0,"['3-star hotel', 'Breakfast ($)', 'Free Wi-Fi', 'Parking ($)', 'Air conditioning', 'Fitness center', 'Restaurant', 'Airport shuttle', 'Golf']","['https://lh5.googleusercontent.com/p/AF1QipNQvy_T3gpFK1fcs5m6M-hdDZJWyx7p0zmR74k7=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/proxy/CHxUPHpaLrhAzPZYMfwZOYG2oh1FEc9-oRcbJMasXTBeNBoAUhqbBxdFhpTQONiE_WpuSE0FfQlVmVk2GyBsP3HcioOiXBMAwAcZtXHJ6XrTF1IBH7HwWDLXAKUBjnlNzT2Gj1aidg3DTYhlF3YkW57zAUL2_-Y=w296-h202-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/_L8dNuy-OLJTtnR3ROPsOiBo3Xtvqi6GGfHUathIljUw6sXTfvIJ5l5-ko4rJfvc-xJBhaQJMAcgBqDCGS7k-339HqUb0ZFZw3J3M0so7BaYOQvkMwGXxrSnkPKM2TapBYBg-4Npe9GYXDqTiBmL-y2uIuwaRg=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMe8DnDH0PHh5AQvNgWljZoq3MgncPo0dSZ8Ycv=w296-h202-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/qqKpCTEO6jASdbChl6tdpdK96xWhoGkVJeLUhJKXHDlvmAe6lFCQHka9brvLxUYrzPjrRog0RejJ6ZYlO12eFSLdhpOk41hDK4phMoiIhxnXrW2cUDxuPSlKHEfPIsHgoDR9GZvRgEPKgm8LGh34iXAkizk9Cw=w296-h202-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/yqubHwoPSPAm9sdfPZ8Lp2i1I7_evC_Z14edZBtchDm6c_C2jZWuCOw_bI0LdBM4biLfRfwAF1GBIAdHliijhZU2RjGrqbj6llzaBB6vZe_sAM64gd86EKL5dsFaWeWsSYObNB4pJimhVGvWTsVt5n8uofg-bw=w296-h202-n-k-no-v1']"
,Parkhurst Residences,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CMkDEMr3BGoYChMIkNrlw9vo_gIVAAAAAB0AAAAAEIsB&ictx=3&hl=en-US&qs=EgRDQkk9MidDaGtJbjhQNHdzYjhxTW9KR2cwdlp5OHhNV051T1hadGVIZHhFQUU4DUgA&ap=MAE,,3.2,12.0,"['3-star hotel', 'Free Wi-Fi', 'Parking', 'Kitchen in some rooms']","['https://lh5.googleusercontent.com/p/AF1QipN_49QiD6S63Q8piIhwR1aVAaFI5l8gFAheQ4Y=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNrJhkpt46S15y-ZECeqRKf6vZDmM1LL9687Tk=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOCPjxxzpBqP3J97pmVnKCk_FBA1FwyAAxmL5w=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNvR0gi6HDZdtkQCsDDUrPVIXw8UkskDmONGjs=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPJIlHDWrEmkS2Qayf1uu6upDLe3uB-trMa7Nw=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOp07ljncfHxE8qq5hX7-LbWDA1M7z2ZnHlGCw=w296-h202-n-k-no-v1']"
,Harmony Suites Secaucus Meadowlands,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CNsDEMr3BGoYChMIkNrlw9vo_gIVAAAAAB0AAAAAEIsB&ictx=3&hl=en-US&qs=EgRDQkk9MihDaG9JNmVtRTFmMkFydUR3QVJvTkwyY3ZNVEZ3ZEhwdVpHaHJhaEFCOA1IAA&ap=MAE,,4.0,278.0,"['4-star hotel', 'Free breakfast', 'Free Wi-Fi', 'Free parking', 'Pool', 'Air conditioning', 'Restaurant', 'Golf', 'Accessible']","['https://lh5.googleusercontent.com/p/AF1QipP0mgubSr30LnMyC0DFXA5t1mSe5GCVKCFu2_yF=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMDLc3mj-LjdXVEesp4eUh0Z3glua4CpJtsb2Vr=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNkJkxkYwSx2kykWPkJE1SbLv5tHmL_lPswJJv2=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNmzZi0n3Cqm2uv2YUHah23cUcloFnLr4VAjiTY=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPKxlZPC3hAZ2InbfaeXtQXIg5WKyZNT9i1_ztv=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipP3NTciOM5fK3R3zdeUBybcAFeyU-VVuNatUq7S=w296-h202-n-k-no-v1']"
From Travelocity.com,Extended Stay America - Elizabeth - Newark Airport,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CA0QyvcEahgKEwiQ2uXD2-j-AhUAAAAAHQAAAAAQzAE&ictx=3&hl=en-US&qs=Mr8BQ2dzSTlZUy00X3FrOUtmREFSQUJHbjVCU1VJMGFWUmthbVpMWlVnMlIzcGZObXA0VDNGTVIwZHNhME01VjJoYVMyY3RaR2RyYTA1eGNDMDFkekpFWkZRd1lUUlhNVXhLYzJrd1VWQmtUV1Y1UzBaSFVsazRkSEJpTkRkVFZHMU1ObUoxTFdWdGNIaFlUSEJZZVVSelUwUk5MVFpZVlRoVVZGVnBkMWRPVVhoSGFFUmtNVnBzYlhGSGRYSnNlbWM4DQ&ap=MAE,$126,3.3,871.0,"['2-star hotel', 'Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Pet-friendly', 'Restaurant', 'Kitchen in some rooms', 'Airport shuttle']","['https://lh5.googleusercontent.com/p/AF1QipMYEcRCPzTAAnzUt6nng1nOLE-QIsQige22_T1z=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM-meUAqdWyblZ601YpktgAlLPgcaK586L17xSO=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNxLxtVoAlsRGQMmqmBFOQ5qOGz4R7GdFrToUex=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPTzZtuO6WEz2RRI89g5gER3evz9-LVZvaq3f77=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMmmpVB9C8Dq1A1-RVBfT-feuAxtU909M3cbhAm=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMhuZyRmKajOFV_DPcNvNCHFDxFq7WV6kZkWr4F=w592-h404-n-k-no-v1']"
From Expedia.com,Best Western Plus Newark Airport West,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CCMQyvcEahgKEwiQ2uXD2-j-AhUAAAAAHQAAAAAQzAE&ictx=3&hl=en-US&qs=MroBQ2dvSWs1MjV4Y2VJaGNKcUVBRWFlMEZKUWpScFZHWXpNVkJOTkUxd1JGOHlSamc1V1dGTlZFdDVXbHBYUkRWM1lVTnpSVGQ2YjFweFJGcHdNMHhhUldWQ1VHd3pWVGxxWldSV2VEUlpUWFp6UjJJelRGQkhjR3MxV2w5dVVtVjNSVXBJVkZoSllWaFJSVkZIZGsxbk9XSTNOalJyY1RGSE5WSlVXRGRtTVdsd1NHUlFZelZtZW5RdGN3OA0&ap=MAE,$171,3.8,1662.0,"['3-star hotel', 'Breakfast ($)', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Fitness center', 'Restaurant', 'Airport shuttle', 'Golf']","['https://lh5.googleusercontent.com/p/AF1QipMo7J-KZ8LtoLUZFI9jJpZ3Ktyq0QA7AELgAvgm=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNh6EEvKys2ZLUMENgE-UNKphIolF-9LKEtyAkA=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNcVXyOcik2CHGCU1RcOeRkaqythadbl5wbXUzf=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPBLyyoFPEZDN7x2e9sXQ_b8cJZ_H2oXTfZkmNK=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipODSkRT98idj-mGVDl2rXjSToDE5UGqSYX2tVa9=w592-h404-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/9XlJfksjKoi-1Ghu3C9sv8uxlMTVpa9QBwOJ0Vv-aTXVml_DK8S9BV0R6TIvaKFWWsyOB9mlZiVbtDx1o4vJXzjWi-IpPUjfG0PuFkYroDLFSbKnJvaHgnScd41MFSFPzmUugv0DQVN2JDMipgfg-9ovcHE3FuI=w592-h404-n-k-no-v1']"
