ad,title,link,price,rating,reviews,extensions,thumbnails
,Perfect Near NYC,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CI8CEMr3BGoXChMIkNrlw9vo_gIVAAAAAB0AAAAAEEU&ictx=3&hl=en-US&qs=MihDaG9JNk5UOXNxZmFrWjdjQVJvTkwyY3ZNVEZxTkhoeGVtWnNiUkFCOA0,$106,4.5,85.0,"['Free Wi-Fi', 'Air conditioning', 'Smoke-free property']","['https://lh5.googleusercontent.com/p/AF1QipNtOgLzVu0VB23J_njT1b_TSJVhrW4shC2BcbzL=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMBd0fA0JYwxoaPDw-IQRPVpCxqIuFLk89IyvjO=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMm5PMOflRFUP_ZZPvLL4EsImmcCVm0FF7MNc9x=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOlYgHzPNK-d2QmckoJ-_rJEYht00zdaNWxL9c5=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMKrm3aFj7UXvZaMZp7pdTG84tvuWtTRh4yBVxu=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNK34x7z8CaqXYmoewx89scBbiHKP1tUnsBZCB_=w296-h202-n-k-no-v1']"
From Booking.com,Rodeway Inn,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CKUCEMr3BGoXChMIkNrlw9vo_gIVAAAAAB0AAAAAEEU&ictx=3&hl=en-US&qs=Mr8BQ2dzSW9mamxzTm5IN0xXcUFSQUJHbjVCU1VJMGFWUmxhRzQwWm5WTk5UTk1RMnRpUTNsa2IySnBZVlpzYTFCcldXTkpOVEZpYlRZMlowbzNUVkZmY1VGblYzbG1SMlpHWHpCWVYwbzBNak5QWlVZeE1WSm9hWHBvY21KTFZGWTJjVE41T1RkRWExTTFkWGxTY0RrNFJrRTNSbU5tVDBSdVpIZGFNbDlYUzBWM1JVMXJVV2d4WWxSclN6VkpWRkU4DQ,$168,3.2,636.0,"['2-star hotel', 'Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Accessible', 'Kid-friendly']","['https://lh5.googleusercontent.com/proxy/YWpaOxTTT0M03dN3RSNcY7nq5BsgPh5uapbgZ4QzW22TopvLb9TAzZnW3cK0GQkJ8hk7LabCUGIhtHiAMbZBNZYwQYYsHEBLubM7vPLVZsdxUMgWOJIyJ3R5RXaxwellGguAKsF94LDbnd3dpZHfgEzggtDsJkU=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM3lFJVcMdLorEo05J7r3kZvBuxwgBKPoLGQQTb=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNa3gnMq531SbeELvx31TxZNNhU5VEB4iq4Ada2=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPvnLk5Zdb7qkrAvTOW8SByKnDTNRTUqwIdAL8f=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMwdSFTseppnqodGk8vkZb4VhpZasB8Q6HuUjad=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOXK1P4-L-Wx6J0naS2ZlzniE251wzMp79K2_pM=w592-h404-n-k-no-v1']"
,Courtyard by Marriott Newark Downtown,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CLsCEMr3BGoXChMIkNrlw9vo_gIVAAAAAB0AAAAAEEU&ictx=3&hl=en-US&qs=MidDaGtJb0pyVjN2ZkFsdkMtQVJvTUwyY3ZNVEkyTUc0eGJtTmtFQUU4DQ,,4.1,984.0,"['3-star hotel', 'Breakfast ($)', 'Free Wi-Fi', 'Parking ($)', 'Air conditioning', 'Fitness center', 'Bar', 'Restaurant', 'Airport shuttle']","['https://lh6.googleusercontent.com/proxy/RM58gCtI1h12DjhrVdAvRqEbEYBGX4FFAedvxlKh2V8urRW_ssS2-AP6T_cbBA8Vy0PaUGq80Loy1CpklstCTj-DoroBJtsdUNqhmTKNuzLC2gEj5OQeLVYgyZzdADAea4ldj1gbdaMQ2lYN2JNHEk8iABlAPQ=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/proxy/fz6v_UfQYroXGl0ryaL2HhkW7aqM-wgjozKMuMdsLdlWefLyQ6TdFH3MGXLRB8Clx9LQ7RVM63hAkNUyMExjKcyBksbtV4j0BAVpNi0pB2Zc93XqKhrl4L3ov7zHbOVSbMEhQASdD8O8rpfhHMhjrSoRxTt7Yjc=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/proxy/UjJIz4qZPnWTl-JQ4udwj9ija-RmpKIxxQD2_em4eh4P19J5EcczTGB-j2IBDW6nNJWp5Gi8fk9MapnouKqck8d1bnyMCkrizS7G5Zl6_9a3TPF1GcYV6OAVRgZlKNyu-5bNjG8spWp5ECp8S1w2Fj5OCwRxjA=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM3U9-z3lvY8kpWbLTzUofZdfcI8xs3F9KbQE6u=w296-h202-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/uGc4bq8hsogDsbxbGAVx5kwciC6reD0bXwv-Cj61GnIYy-Vu5EsjJGlxVq2oNVVKLhJqYZPP3VvRM1a7qhPmedjVtQSNpPzyF3pf6n_7rGm7qX-Ooz89N7OHuj4euJiVMryJ2FymoymGcTX2C-ScZXud3zZPq_c=w296-h202-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/_Fh1pPGnsIwcnJGS1XZai7S1614VKxKBnoGSlfMxxL6KH_lWX37YY2gh08wnqmEq2HzaJJ3i6QWLfJ0XffYCIOPdfoOsbkUIyKTd5VpMzvv2MCSVeeQ1keDEKbHnsbaBRt058jbdtj-O8TC0KmyR3EUEN0Io7-c=w296-h202-n-k-no-v1']"
,Comfort Suites Newark - Harrison,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CM0CEMr3BGoXChMIkNrlw9vo_gIVAAAAAB0AAAAAEEU&ictx=3&hl=en-US&qs=MiZDaGdJZ2ZINnM1UGtqZnF6QVJvTEwyY3ZNWFJxTW5CamFtZ1FBUTgN,$202,3.9,1095.0,"['3-star hotel', 'Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Fitness center', 'Full-service laundry', 'Accessible', 'Business center']","['https://lh5.googleusercontent.com/p/AF1QipOmnSt98pMblmBDb-7OPUorVPk2zcwd1IlgdcLK=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNdm54LC1QEI1Wfhysit1nZ16sCVaEr0ICikoJ3=w296-h202-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/p4hsIRpv5btN8yR6560_rQZHSiXXkXQ_oNFsK9PZZb47wzTkRin9O0t8SYoIb8ppYjOlm_dkGeIBAcHhgh3QqEQNr9r6KJBco8ZeBzEsWFGJNKXgsTDKGcJup9OJV3ZCsfTXqGc234BCUT8Vw1F_SoLI7Dbjmw=w296-h202-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/WwPNLVrHLwY_Vygn2saCeMyLUliw9oh6Kek7XORmgrw8p4RnI7lWUBrqzKVCvoreX6MMdkXbAsQcAFyiUZUOIzxtYzoPuhamBKu123_Nz40A8YFmHMgj6OMZ48NXU-WhWWQeOxm3hX7mbIGOuIf2NUEpylE1Ug=w296-h202-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/jah68u8epsijLG9I_P4pmsnSpUlBUguGUXuSQDdahvvN_s46fiJUICoM_H-K-X1NeJwK7uKtCjw4vATSN0y5VHdoV7h5WYAKr3flESRBz1RVHMVwxiRRWnw7HdP7Yo8WyHo9W4nlgv_DBOc5qw-PiPkKdkuZ5g=w296-h202-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/HB3vf5LLaQXAcbvJ7jo3Xde5WS9QGK5-WI7IwlEkJ_pfDrMxVOPlni4fVYmqPuo_FUqQ9nJzJm1jtHh1WXhefJ1bw6MbSPW4vcBMrCFvu5EgwcTBIdMCPOD6DsIhHLUYK72HJnJN_LhaC5BM_zoUT5T9wNGDYfw=w296-h202-n-k-no-v1']"
,Element Harrison - Newark,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0COMCEMr3BGoXChMIkNrlw9vo_gIVAAAAAB0AAAAAEEU&ictx=3&hl=en-US&qs=MiZDaGdJd3R6R2l0ZlFrWjBhR2d3dlp5OHhjSFI0TjJ0b1gzQVFBUTgN,$269,4.5,904.0,"['3-star hotel', 'Free breakfast', 'Free Wi-Fi', 'Parking ($)', 'Air conditioning', 'Pet-friendly', 'Fitness center', 'Bar', 'Restaurant']","['https://lh5.googleusercontent.com/p/AF1QipMIYN82P_E4Nf-ZtxFu6B2bcYHqnWP57ObmxOPh=w296-h202-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/aoCeoJugQuqzhMPP4_4TPawzDQCji4HQgL7La2YOmZbeeXMpI1f9WVef5kERzZGVdzhCP5MsRYxtX0fTd0CYBNTaEqxScpQpuXDUiQLRgNadgoJdf5fZYUpLUv54aYdiuB8DRTEhO3JeeHrmuwXO3LPsHEYgHQ=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNT-XT7wauEQxpBRpUn1ohJS8ax3SQaK5EsbesH=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMenbhOKnyN4KRoZuClXTVcHM_NogAaC0bVNll9=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipN6JpYiN0nvOM--52fdQ25YyO21TkouWzvdmhl5=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPJHs2yhdZ3RUUUil5ZGuJw5PUOVjuaEuhwc4ix=w296-h202-n-k-no-v1']"
,Lovely Private Rm in Newark 3 min from Ironbound,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CPwCEMr3BGoXChMIkNrlw9vo_gIVAAAAAB0AAAAAEEU&ictx=3&hl=en-US&qs=MihDaG9Ra283UC1QTFpvc3FwQVJvTkwyY3ZNVEZ6WTJ0cmQzZHNaaEFDOA0,$81,1.8,4.0,"['Apartment', 'Sleeps 2', '1 bedroom', '1 bathroom', '1 bed', 'Air conditioning', 'Heating', 'Kitchen', 'Smoke-free']","['https://lh3.googleusercontent.com/proxy/8u4pOX8i_kZgN8ETv2DdCcqjdHaWD_8-DsOuVQR_n5JHytR6fPAMvswpAtCMk73cR9KvfFzQyVlDAPrU-xvey0KOZLqq046J1wP1pmeo3DPgSYSHDgn0NjMIUTEQhP5d7Nsl47iPg0r2e8Gsvs8RiOFZ7S0DtQ=w592-h404-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/LLl9EPNQU5TV4ks6OF2dB5flUo_Wpk-MER0DyMOHbUAwIyIWZWdgAhKEgxEEoHUZkwQVDqQV5T5kzw0xaXCa7UZNjvb-SMbmRSJ4NxRPEDyrY5D5eisOquPCSHzX19cFxtuEDdsTgTOoLer4b9FqVTtFE_4vKW4=w592-h404-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/57TCJ_3ckoxbn8cAWoGChHwY5YUV_WeAibCWTypOxBRX8uu3lh0AB8l54-gX0VPg6McAu1e2KlZQQjw4Hsqum5liZ4YDmLJ1CdFsNVkBXmOqRyrBt-X5ytKR7BjVC298xW9cQ7zagsvxQjMdT1tHhmNmSJk8PQ=w592-h404-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/bVVDT6EU2lSI8d8K5E-ewJyGYKpmIVSwXK9zoA32IficvBtol0kSYjazazmCbM4Z0VgJdwrJeoZS-rZM--Worme9gS4X2maoOYOOLHanX20D9wL7AShABUFDUibw-5n3aG6-4vX0P5-VY97_mjuQ6j3ZWgW8ICA=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/proxy/VYQQmNktjHYTbR7Zso-OzbywKkW1563b9vQJgprWbjvO8HoNQxateU_uPfOcxJVgJ_bVOB_U3FLLQ1EjvscKtkpd5e65eaK73zU-rfQdzo9BBhJiZaCEicKu8b-EhTk-PYwPLgVXu7FRM2jV9Ei6BLXBrCLcvJo=w592-h404-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/jcDOkliUQ9ni-YOsHi8b6Cf7kRCJcZB64eMsatUHnZniMZ5GbHWXXJsRRsUD0LLMq4_DeTsbwbo6luDpABfWMae1-nuxjt5yVr6e7eiuRDv6wWNd_Fqt5xXB6IaqRQer_fETjuVrME04CjWI9sQfDNcu5JTrJlc=w592-h404-n-k-no-v1']"
,Fairfield Inn & Suites by Marriott Newark Liberty International Airport,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CJEDEMr3BGoXChMIkNrlw9vo_gIVAAAAAB0AAAAAEEU&ictx=3&hl=en-US&qs=MiZDaGdJLXJmbXhQX2kwX0RkQVJvTEwyY3ZNWFJqWDIwd05ua1FBUTgN,$180,3.9,1130.0,"['3-star hotel', 'Free breakfast', 'Free Wi-Fi', 'Parking ($)', 'Indoor pool', 'Hot tub', 'Air conditioning', 'Fitness center', 'Restaurant']","['https://lh5.googleusercontent.com/proxy/lalXHmuSxXSpxQ7cOuW4NCS8tzwWyA3GvQ5w-5Rylt78gbjvtcXSlB-IOMOIERSmFqQQ1dF5kEPhIwe36vD4PZUX2gYEBjsgn2wSDiNbFOGQ7z_B7Xz7E6NJWY7M9W6GkapBMJmx4HDMol_gXorCjK5ZVzMegw=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPKjqaxdMwQZ680nwPE_67Ec0IW1OkaPd6fVPSk=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOW6FEAF6KEvaF9MfewAPAjM43v9tDmL6xss8jn=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNNpf37xh7Eju3ZmNqletgokgHukrJHbNIaBbyd=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM6e3T0UuIyo8iUc3z7B8GPNVrsFdh-PwIL_diF=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNlcFjjzisgQ8NfNnagBXH0zDOvhaDp7iti31ze=w296-h202-n-k-no-v1']"
,Residence Inn by Marriott Newark Elizabeth/Liberty International Airport,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CKcDEMr3BGoXChMIkNrlw9vo_gIVAAAAAB0AAAAAEEU&ictx=3&hl=en-US&qs=MiNDaFlJaWJIY2xQYTlzZHRHR2dvdmJTOHdkM0Z0WjJkaUVBRTgN,$144,4.2,737.0,"['3-star hotel', 'Free breakfast', 'Free Wi-Fi', 'Parking ($)', 'Air conditioning', 'Pet-friendly', 'Fitness center', 'Restaurant', 'Kitchen in rooms']","['https://lh4.googleusercontent.com/proxy/sXFG9B_l6OlCpw0vHIePCrP4owF260lkvu0Ri_1E4m-J_QeHN8oAHLjbhWRYngPeLCVq8qaNu4KAgxcgcqNdDqqSocwulfuotDOfE06-66I8MV0QE_WG24VZ-rG03rFJuvBdP9zf3jg4HpOxn_l3qa3RX-rv-F8=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPDqfN9q5spELIw5shErxT07muVPUHI1GqNP0_a=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMAScFE_olxWqZARHlfywnp7HD794iJmakK3lea=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPMTY1LZbYlyvu2lTZhKm6hSvDIfDt7nHrXUhb6=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPcI_cTuTht7aTo5JwP7Ti_Vn0paBeiSYbxHkKJ=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM-6RtQRJKy8ZKiDQP2dl-iuNYnfr9U_5B0xBiC=w296-h202-n-k-no-v1']"
,Best Western Plus Newark Airport West,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CMEDEMr3BGoXChMIkNrlw9vo_gIVAAAAAB0AAAAAEEU&ictx=3&hl=en-US&qs=MiRDaGNJazUyNXhjZUloY0pxR2dzdlp5OHhkalF5TUdOaWNCQUI4DQ,$171,3.8,1662.0,"['3-star hotel', 'Breakfast ($)', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Fitness center', 'Restaurant', 'Airport shuttle', 'Golf']","['https://lh4.googleusercontent.com/proxy/9XlJfksjKoi-1Ghu3C9sv8uxlMTVpa9QBwOJ0Vv-aTXVml_DK8S9BV0R6TIvaKFWWsyOB9mlZiVbtDx1o4vJXzjWi-IpPUjfG0PuFkYroDLFSbKnJvaHgnScd41MFSFPzmUugv0DQVN2JDMipgfg-9ovcHE3FuI=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipODSkRT98idj-mGVDl2rXjSToDE5UGqSYX2tVa9=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMo7J-KZ8LtoLUZFI9jJpZ3Ktyq0QA7AELgAvgm=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPBLyyoFPEZDN7x2e9sXQ_b8cJZ_H2oXTfZkmNK=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNh6EEvKys2ZLUMENgE-UNKphIolF-9LKEtyAkA=w296-h202-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/2ox1zM9hb0Fecb20bVY2eXOgSgBegiZY2TA08MzaP5ldJ-UPL87BTLSBU7vXmhys_cReVBFCNJm5MW2l7XplFJHuuQvogrsBgzwc0Xnjcn_i0fgUj0sSYXpId-7fdVpyrAajlmj598km9TDUc81R1Z6bGSuZx6o=w296-h202-n-k-no-v1']"
,MOTELCASA GUEST HOUSE NEWARK NJ 07103,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CNcDEMr3BGoXChMIkNrlw9vo_gIVAAAAAB0AAAAAEEU&ictx=3&hl=en-US&qs=MihDaG9JcWZINXQ0NnoyXzJqQVJvTkwyY3ZNVEZ6WTNZd09HbzFNaEFCOA0,$97,5.0,7.0,[],"['https://lh5.googleusercontent.com/p/AF1QipMDt4GZLflO7-4qMy4OXcayypT7nDnCSBkRtl6-=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNMWFMrriNv39GzQwajHh9Tjs-oNg7giy5nsiKi=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipN3nYZQoKrzXIomBDfbL_lPU1holYEWCe8RrWT5=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOo_3XAR8WAN5CgzMCI3J0gT2V_9mqgCeDdIYmV=w296-h202-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/px09yFNuM0txdfqy6E9d2ZhmPPMAKYnz4dOI1-EGrBff0kYmzRAriETJ3fFTNyBpr04KXyTlmu7tWfUunuU9-CY14ZXbF0hfRr9gtf5JylgGarjsHsLYMoYLrFwrkTqYyUar5quKQroJbiE4kPzqjzoBvhXE8wU=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPR7VzfyqSILteNuQxbbG8vXgNNJLVdek3OASY5=w296-h202-n-k-no-v1']"
,"Country Inn & Suites by Radisson, Newark Airport, NJ",https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0COwDEMr3BGoXChMIkNrlw9vo_gIVAAAAAB0AAAAAEEU&ictx=3&hl=en-US&qs=MiZDaGdJdHItbXlJSGpsTUduQVJvTEwyY3ZNWFJuWkhZeE0yc1FBUTgN,$260,3.8,1978.0,"['2-star hotel', 'Free breakfast', 'Free Wi-Fi', 'Parking', 'Indoor pool', 'Hot tub', 'Air conditioning', 'Fitness center', 'Restaurant']","['https://lh5.googleusercontent.com/p/AF1QipMoWrNyyCqmSQpJoy9QRr8mJ9y5g7rnmj5uS5nW=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMhp0zGo_ZtI2KBO9YHcbS3MI3h2sBobLEAwtv9=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/proxy/RbOCJiQGYOfa3t987-S8Oq58KL3geXEv0WtLbiTUwRV8-atuILUhxHyVhh-IE86SL2GGcxfgcZAf0abXrnmGS923tvAfdLmofaws3BBSMSuuLZo-gqD7kKtmVp0qj5O16PnsyYmbFibIkmwu8Z0zsl6pgio_RQ=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOCpjDhlYXsNQ36rW98RHKk_hboKKgmiBaW79LI=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMRGia5vgLx3-WO82XflbJhMjXngzeGgxN4zmJ5=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipO_LH1DUKAmSg7Flhg0lpGRO-nhrCBjA7Uo0-Fr=w296-h202-n-k-no-v1']"
From Booking.com,The Kenilworth,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CIIEEMr3BGoXChMIkNrlw9vo_gIVAAAAAB0AAAAAEEU&ictx=3&hl=en-US&qs=MrwBQ2dzSS1ZMmk1b21zeTRfUkFSQUJHbnhCU1VJMGFWUmxMVUpsVm1WVGNsaHZVa2Q0Y1VWMlJuaHlWRVY2V0ZKNlJrMW1NR3Q0T1RoeU9EQlpjV0Z3UVc5RGJHOXVOekV3T0ZGT2MydzRlamhYYldWQmQwTnZUekJUZERKSlQzWkZVMGhhUlZSUVpVVmFiMUF5VWt0SVUzZG1aRGxUT1c1M1NrWlNXVnBaTkdKalNsQnVSR0pyWnpBM1puWlM4DQ,$182,4.2,1134.0,"['3-star hotel', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Fitness center', 'Restaurant', 'Airport shuttle', 'Golf', 'Accessible']","['https://lh5.googleusercontent.com/proxy/ETBdU3mPCOHKmcNashbOkQT0pi-OLrVrUJHTNW7Ejudpk1XbnDHSA9IoLKAanh0xGitPA-zVJxEX40RgIw7mXl5UZXyo2QyZ4ke_kOk7QhiNDbNebcMQadIhrf2X-iPk-eq8v_QIC8yd2Mq6FQLH8Q3fQWbVAr0=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNj8bJjQoM18Km04aatep6YP5yDyWn7fVLk3r1V=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNch1Cd1oQ1wgRl6zpB-tuWUMZiQ9pUOcZVr2Wy=w592-h404-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/M9INDLktitTmbHjvGQWhOFbi_RKmlOVynrA5dVCbjE2MTt9yqKnGMTzu44FAkjl_ApuqERNp7U6zu-xFY3KVd4mh2DnqaXV8lrkYTXPpj1kfs8aX6viMVOWjHrWGc2i60ck93pz7WhDrJq1vsPnovFZMkAT3eA=w592-h404-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/mpKsSPyH8w3tgHcQJy3vgQGJfXjM55I25sQVOgqOxOIpVDdOJUtiLyx1zVNn23BXCSYmiPiGKZNmZmuY-aC32_LteoaabrL3iaw6V2YMxcC2VFJhDeRp5oHnnft2jhUpXxUgyGy8Fb5nSbYgyicp5zIh9MuBMAA=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOefznWTDqpA2WbJD_JzPEGA1leHvuRQbWSr33z=w592-h404-n-k-no-v1']"
,DoubleTree by Hilton Newark Penn Station,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CJgEEMr3BGoXChMIkNrlw9vo_gIVAAAAAB0AAAAAEEU&ictx=3&hl=en-US&qs=MiZDaGdJeUk3ZDFwelFyWXZNQVJvTEwyY3ZNWFJvZERKak5XNFFBUTgN,$187,3.8,1800.0,"['4-star hotel', 'Breakfast ($)', 'Free Wi-Fi', 'Parking ($)', 'Air conditioning', 'Fitness center', 'Bar', 'Restaurant', 'Room service']",[]
